,id,title,labels,fold
5189,16225698,EST analysis in Ginkgo biloba: an assessment of conserved developmental regulators and gymnosperm specific genes.,"Contig Mapping	DNA, Complementary	Expressed Sequence Tags	Gene Expression Regulation, Plant	Gene Library	Genes, Plant	Ginkgo biloba	Open Reading Frames	Peptides	Phylogeny	Plant Extracts	Plant Leaves	Pollen	Sequence Analysis, DNA	Transcription, Genetic",6
5190,16232310,Mistreatment of university students most common during medical studies.,"Adult	Faculty	Faculty, Medical	Female	Finland	Humans	Interpersonal Relations	Male	Middle Aged	Negativism	Professional Misconduct	Punishment	Schools, Medical	Sex Factors	Sexual Harassment	Social Behavior	Students	Students, Medical	Surveys and Questionnaires	Universities",7
5191,16223444,Genometrics as an essential tool for the assembly of whole genome sequences: the example of the chromosome of Bifidobacterium longum NCC2705.,"Bifidobacterium	Chromosomes, Bacterial	Genetic Techniques	Genome, Bacterial	Molecular Sequence Data	Open Reading Frames	Sequence Alignment	Software",7
5192,16266435,Absence of force suppression in rabbit bladder correlates with low expression of heat shock protein 20.,Adenylyl Cyclases	Animals	Carbachol	Carotid Arteries	Colforsin	Cyclic GMP	Enzyme Activation	HSP20 Heat-Shock Proteins	Immunologic Techniques	In Vitro Techniques	Isoproterenol	Male	Muscle Contraction	Myosin Light Chains	Phosphorylation	Rabbits	Staining and Labeling	Swine	Urinary Bladder,6
5193,16194273,Genetic chimerism of Vitis vinifera cv. Chardonnay 96 is maintained through organogenesis but not somatic embryogenesis.,"Chimera	Cloning, Organism	Genetic Markers	Genotype	Meristem	Organogenesis	Phenotype	Plant Shoots	Regeneration	Vitis",0
5194,16242018,HDL enhances oxidation of LDL in vitro in both men and women.,"Adult	Copper	Fatty Acids, Unsaturated	Female	Humans	In Vitro Techniques	Lipoproteins, HDL	Lipoproteins, HDL2	Lipoproteins, HDL3	Lipoproteins, LDL	Male	Middle Aged	Oxidation-Reduction",9
5195,16292981,Tracing the origin and spread of agriculture in Europe.,"Agriculture	Europe	History, Ancient	Time Factors",9
5196,16336049,Neural substrate of body size: illusory feeling of shrinking of the waist.,"Body Image	Body Size	Brain	Emotions	Hand	Humans	Illusions	Perception	Psychophysics	Tomography Scanners, X-Ray Computed",1
5197,16296893,Effects of hypothalamic neurodegeneration on energy balance.,"Agouti-Related Protein	Animals	Body Weight	DNA-Binding Proteins	Eating	Energy Metabolism	Gene Deletion	Genes, Reporter	High Mobility Group Proteins	Hypothalamus	Intercellular Signaling Peptides and Proteins	Mice	Mice, Inbred C57BL	Mutation	Nerve Degeneration	Pro-Opiomelanocortin	RNA, Messenger",8
5198,16292982,Securin is not required for chromosomal stability in human cells.,"Anaphase	Cell Cycle Proteins	Cell Line	Chromosomal Instability	Chromosomal Proteins, Non-Histone	Endopeptidases	Humans	In Situ Hybridization, Fluorescence	Neoplasm Proteins	Nuclear Proteins	Phosphoproteins	Saccharomyces cerevisiae Proteins	Securin	Separase",8
5199,16336051,DNA barcoding: error rates based on comprehensive sampling.,"Animals	Automatic Data Processing	DNA, Mitochondrial	Genetic Variation	Molecular Sequence Data	Phylogeny	Research Design	Sample Size",9
5200,16292983,"Ankyrin-B coordinates the Na/K ATPase, Na/Ca exchanger, and InsP3 receptor in a cardiac T-tubule/SR microdomain.","Animals	Ankyrins	Cell Membrane	Humans	Inositol 1,4,5-Trisphosphate Receptors	Mice	Mice, Inbred C57BL	Molecular Sequence Data	Mutation	Myocardium	Protein Binding	Sarcoplasmic Reticulum	Sodium-Calcium Exchanger	Sodium-Potassium-Exchanging ATPase",0
5201,16304607,Disruption of Toxoplasma gondii parasitophorous vacuoles by the mouse p47-resistance GTPases.,"Animals	Animals, Newborn	Astrocytes	Cells, Cultured	GTP Phosphohydrolases	Host-Parasite Interactions	Humans	Immunity, Innate	Male	Mice	Mice, Inbred C57BL	Toxoplasma	Vacuoles",5
5202,16304608,Plasmodium falciparum variant surface antigen expression patterns during malaria.,"Amino Acid Sequence	Animals	Antigenic Variation	Antigens, Surface	Child	Erythrocytes	Gene Expression Profiling	Gene Expression Regulation	Genes, Protozoan	Host-Parasite Interactions	Humans	Malaria, Falciparum	Molecular Sequence Data	Plasmodium falciparum	Protozoan Proteins",2
5203,16304609,Mechanisms of assembly and cellular interactions for the bacterial genotoxin CDT.,"Bacterial Toxins	Cell Cycle	DNA	HeLa Cells	Humans	Mutation	Protein Structure, Quaternary	Structure-Activity Relationship",6
5204,16304610,Aspergillus fumigatus triggers inflammatory responses by stage-specific beta-glucan display.,"Animals	Aspergillosis	Aspergillus fumigatus	Cytokines	Dendritic Cells	Inhalation Exposure	Intubation, Intratracheal	Lectins, C-Type	Lung	Macrophages, Alveolar	Membrane Proteins	Mice	Mice, Inbred BALB C	Mice, Knockout	Nerve Tissue Proteins	Pneumonia	Specific Pathogen-Free Organisms	Spores, Fungal	beta-Glucans",8
5205,16304611,Salmonella pathogenicity island 2 is expressed prior to penetrating the intestine.,"Animals	Bacterial Proteins	Disease Models, Animal	Gene Expression Profiling	Gene Expression Regulation, Bacterial	HeLa Cells	Humans	Ileum	Macrophages	Membrane Proteins	Mice	Recombinases	Salmonella typhimurium	Signal Transduction	Virulence",7
5206,16311624,Life in hot carbon monoxide: the complete genome sequence of Carboxydothermus hydrogenoformans Z-2901.,"Base Sequence	Carbon Monoxide	Genes, Bacterial	Genome, Bacterial	Genomics	Hot Temperature	Models, Biological	Molecular Sequence Data	Oxidative Stress	Peptococcaceae	Sequence Analysis, DNA",3
5207,16311625,Forward genetic analysis of visual behavior in zebrafish.,"Animals	Axons	Behavior, Animal	Ethylnitrosourea	Gene Expression Regulation	Genetic Linkage	Genetic Techniques	Mutagenesis	Ocular Physiological Phenomena	Phenotype	Photoreceptor Cells	Vision, Ocular	Zebrafish",2
5208,16311626,Genetic variation in the HSD17B1 gene and risk of prostate cancer.,"17-Hydroxysteroid Dehydrogenases	Aged	Gene Expression Regulation, Neoplastic	Genetic Predisposition to Disease	Genetic Variation	Genotype	Haplotypes	Humans	Linkage Disequilibrium	Male	Middle Aged	Polymorphism, Single Nucleotide	Prostatic Neoplasms	Risk	Risk Factors",5
5209,16311627,Increased life span due to calorie restriction in respiratory-deficient yeast.,"Caloric Restriction	Gene Expression Regulation, Fungal	Gene Silencing	Mitochondria	Models, Biological	Models, Genetic	Niacinamide	Oxygen Consumption	Saccharomyces cerevisiae	Time Factors",0
5210,16435887,Limits to forecasting precision for outbreaks of directly transmitted diseases.,"Communicable Disease Control	Communicable Diseases	Disease Outbreaks	Forecasting	Humans	Models, Biological	Stochastic Processes	Time Factors",2
5211,16300415,CFH Y402H confers similar risk of soft drusen and both forms of advanced AMD.,Complement Factor H	Genetic Predisposition to Disease	Humans	Iceland	Macular Degeneration	Mutation	Odds Ratio	Retinal Drusen	Risk Factors	Utah,2
5212,16300414,Functional amyloid formation within mammalian tissue.,"Amyloid	Animals	Cattle	Congo Red	Eye	Melanins	Melanosomes	Membrane Glycoproteins	Microscopy, Electron	Microscopy, Fluorescence	Molecular Sequence Data	Peptide Fragments	Protein Folding	Proteins	Recombinant Proteins	Spectroscopy, Fourier Transform Infrared	Staining and Labeling	Thiazoles	X-Ray Diffraction	gp100 Melanoma Antigen",5
5213,12199911,Telomere formation on macronuclear chromosomes of Oxytricha trifallax and O. fallax: alternatively processed regions have multiple telomere addition sites.,"Alleles	Animals	Base Sequence	Cell Nucleus	Chromatids	Chromosome Breakage	Chromosome Mapping	Clone Cells	Models, Genetic	Molecular Sequence Data	Oxytricha	Polymerase Chain Reaction	Telomere",0
5214,12220481,How should an infected perinephric haematoma be drained in a tetraplegic patient with baclofen pump implanted in the abdominal wall? - A case report.,"Abdominal Wall	Anesthetics, Intravenous	Baclofen	Drainage	Hematoma	Humans	Infusion Pumps, Implantable	Male	Middle Aged	Muscle Spasticity	Perinephritis	Propofol	Pseudomonas Infections	Quadriplegia	Venous Thrombosis	Warfarin",1
5215,12236904,Severe renal bleeding caused by a ruptured renal sheath: case report of a rare complication of percutaneous nephrolithotomy.,"Hemorrhage	Humans	Kidney	Kidney Calculi	Kidney Diseases	Male	Middle Aged	Nephrostomy, Percutaneous	Rupture	Stents	Wounds, Penetrating",9
5216,12225618,Predictors of positive health in disability pensioners: a population-based questionnaire study using Positive Odds Ratio.,"Activities of Daily Living	Aged	Attitude to Health	Chronic Disease	Disabled Persons	Female	Health Promotion	Health Status	Humans	Insurance, Disability	Logistic Models	Male	Middle Aged	Musculoskeletal Diseases	Odds Ratio	Quality of Life	Retirement	Self-Assessment	Surveys and Questionnaires	Sweden",9
5217,12238952,Workers' compensation claims related to natural rubber latex gloves among Oregon healthcare employees from 1987-1998.,"Adult	Dermatitis, Contact	Gloves, Protective	Hand	Health Care Costs	Health Personnel	Humans	Insurance Claim Reporting	Latex Hypersensitivity	Middle Aged	Occupational Exposure	Oregon	Prevalence	Workers' Compensation",4
5218,12241559,The average cost of measles cases and adverse events following vaccination in industrialised countries.,"Canada	Cost of Illness	Cost-Benefit Analysis	Decision Trees	Developed Countries	Health Care Costs	Humans	Immunization Programs	Mass Vaccination	Measles	Measles Vaccine	Models, Econometric	Netherlands	United Kingdom",1
5219,12184796,Interaction of neuronal nitric oxide synthase with alpha1-adrenergic receptor subtypes in transfected HEK-293 cells.,"Animals	Antibodies	Cells, Cultured	Enzyme Activation	Enzyme Inhibitors	Humans	Mitogen-Activated Protein Kinases	NG-Nitroarginine Methyl Ester	Nitric Oxide Synthase	Nitric Oxide Synthase Type I	PC12 Cells	Precipitin Tests	Protein Binding	Protein Structure, Tertiary	Rats	Receptors, Adrenergic, alpha-1	Transfection",6
5220,12223117,Individual variation evades the prisoner's dilemma.,"Analysis of Variance	Biological Evolution	Computer Simulation	Cooperative Behavior	Game Theory	Humans	Models, Biological	Models, Statistical",5
5221,12227831,Construction and high cytoplasmic expression of a tumoricidal single-chain antibody against hepatocellular carcinoma.,"Amino Acid Sequence	Antibodies, Monoclonal	Antineoplastic Agents	Base Sequence	Carcinoma, Hepatocellular	Cell Division	Cytoplasm	Gene Expression	Immunoglobulin Fragments	Immunoglobulin Variable Region	Liver Neoplasms	Molecular Sequence Data	Protein Engineering	Protein Folding	Single-Chain Antibodies	Tumor Cells, Cultured",8
5222,12230632,"Circadian rhythm of glycoprotein secretion in the vas deferens of the moth, Spodoptera littoralis.",Animals	Carbohydrates	Circadian Rhythm	Glycoproteins	Male	Periodic Acid-Schiff Reaction	Secretory Vesicles	Spodoptera	Vas Deferens,0
5223,12350235,Prolonged exposure of chromaffin cells to nitric oxide down-regulates the activity of soluble guanylyl cyclase and corresponding mRNA and protein levels.,"Animals	Cattle	Cells, Cultured	Chromaffin Cells	Cyclic AMP	Down-Regulation	Guanylate Cyclase	Nitric Oxide Donors	Nitroso Compounds	RNA, Messenger	Reverse Transcriptase Polymerase Chain Reaction	Solubility	Time Factors",9
5224,12323077,Specificity of DNA triple helix formation analyzed by a FRET assay.,DNA	Fluorescence Resonance Energy Transfer	Nucleic Acid Conformation	Sensitivity and Specificity,3
5225,12201901,Specific immunotherapy in Albanian patients with anaphylaxis to hymenoptera venoms.,"Adult	Albania	Anaphylaxis	Bee Venoms	Drug Administration Schedule	Female	Humans	Immunotherapy	Injections, Subcutaneous	Insect Bites and Stings	Male	Retrospective Studies	Wasp Venoms",0
5226,12207826,Optimizing antibiotics in residents of nursing homes: protocol of a randomized trial.,"Aged	Algorithms	Anti-Bacterial Agents	Bacteriuria	Clinical Protocols	Drug Resistance, Microbial	Drug Utilization	Female	Humans	Male	Medical Staff	Middle Aged	Nursing Homes	Nursing Staff	Ontario	Randomized Controlled Trials as Topic	Treatment Outcome",7
5227,12199910,Fast relapse and high drop out rate of 48 weeks daily interferon monotherapy in HIV-infected patients with chronic hepatitis C.,"Antiviral Agents	Drug Administration Schedule	HIV Infections	Hepatitis C, Chronic	Humans	Interferons	Recurrence	Treatment Outcome",0
5228,12238953,Expression of human beta-defensins 1 and 2 in kidneys with chronic bacterial infection.,"Adolescent	Adult	Aged	Bacterial Infections	Child	Child, Preschool	Chronic Disease	Female	Humans	Immunohistochemistry	Infant	Kidney	Male	Middle Aged	Tumor Cells, Cultured	beta-Defensins",1
5229,12207828,Is council tax valuation band a predictor of mortality?,"Aged	Aged, 80 and over	Cultural Deprivation	England	Family Characteristics	Family Practice	Female	Health Status Indicators	Housing	Humans	Male	Middle Aged	Mortality	Residence Characteristics	Risk Assessment	Risk Factors	Socioeconomic Factors	Taxes",8
5230,12220482,Effects of chronic inflammatory bowel diseases on left ventricular structure and function: a study protocol.,"Adolescent	Adult	Colitis, Ulcerative	Collagen Type III	Crohn Disease	Double-Blind Method	Echocardiography	Humans	Inflammatory Bowel Diseases	Radioimmunoassay	Splanchnic Circulation	Ventricular Function, Left",1
5231,12223115,cagA and vacA in strains of Helicobacter pylori from ulcer and non-ulcerative dyspepsia patients.,"Antigens, Bacterial	Bacterial Proteins	Biomarkers	Dyspepsia	Genotype	Helicobacter pylori	Humans	Peptic Ulcer	Risk Factors",9
5232,12230633,The liver is a common non-exocrine target in primary Sj?gren's syndrome: a retrospective review.,Biopsy	Female	Humans	Liver	Liver Diseases	Liver Function Tests	Male	Middle Aged	Prevalence	Retrospective Studies	Risk Factors	Sjogren's Syndrome,0
5233,12220483,The functional importance of disease-associated mutation.,"Computational Biology	Conserved Sequence	Genetic Diseases, Inborn	Humans	Mutation	Sequence Alignment	Sequence Homology, Nucleic Acid",3
5234,12227833,Cingulate cortex hypoperfusion predicts Alzheimer's disease in mild cognitive impairment.,"Alzheimer Disease	Blood Flow Velocity	Cerebrovascular Circulation	Cognition Disorders	Disease Progression	Female	Follow-Up Studies	Gyrus Cinguli	Humans	Logistic Models	Male	Middle Aged	Neuropsychological Tests	Predictive Value of Tests	Technetium Tc 99m Exametazime	Tomography, Emission-Computed, Single-Photon",4
5235,12225619,Mutational analyses of the signals involved in the subcellular location of DSCR1.,"Amino Acid Motifs	Animals	CHO Cells	COS Cells	Calcineurin	Calcineurin Inhibitors	Cell Line	Cercopithecus aethiops	Cricetinae	Cyclosporine	Down Syndrome	Humans	Intracellular Signaling Peptides and Proteins	Ionomycin	Kidney	Muscle Proteins	Mutagenesis, Site-Directed	Nuclear Proteins	Point Mutation	Proline	Protein Isoforms	Protein Sorting Signals	Serine	Tetradecanoylphorbol Acetate	Threonine	src Homology Domains",1
5236,12241561,HIV-1 expression induces cyclin D1 expression and pRb phosphorylation in infected podocytes: cell-cycle mechanisms contributing to the proliferative phenotype in HIV-associated nephropathy.,"AIDS-Associated Nephropathy	Animals	Cell Cycle	Cells, Cultured	Cyclin D1	G1 Phase	HIV-1	Mice	Phenotype	Phosphorylation	Retinoblastoma Protein	S Phase	Serine",0
5237,12243651,Bacterial discrimination by means of a universal array approach mediated by LDR (ligase detection reaction).,"Bacteria	DNA Ligases	DNA, Bacterial	Oligonucleotide Array Sequence Analysis	Quality Control	RNA, Ribosomal, 16S	Sequence Analysis, DNA",0
